Item Number,Description,MSC#,Item Group,Item Sub Group,Supplier,Supplier Part Number,Brand,Unit Cost
1911,"0.2500 6.35mm  Inscr Circle, 0.0938"" Thick, 0.0156"" Corner Radius CCMT21.51 LF Grade K313 Carbide Turning Insert Uncoated, 80Â° Diamond",8442139,IndexableCuttingTools,TurningInserts,,1162187,,0
1985,"  0.3750 9.53mm Inscr Circle,80Â° Diamond, 0.1563"" 3.97MM Thick, 0.0156"" 0.40MM Corner Radius",91789305,IndexableCuttingTools,TurningInserts,,,,19.78
2206,"0.2500 CCMT21.5 WF Grade 1125 Carbide Turning Insert TiAlN/AlCr2O3 Finish, 80Â° Diamond, 1/4"" Inscr Circle, 3/32"" Thick, 0.2mm Corner Radius",52075603,IndexableCuttingTools,TurningInserts,,5723906,Sandvik Coromant,13.22
2333,"CCMT32.52 PM Grade 4315 Carbide Turning Insert TiCN/Al2O3/TiN Finish, 80Â° Parallelogram, 3/8"" Inscr Circle, 5/32"" Thick, 1/32"" Corner Radius",52042025,IndexableCuttingTools,TurningInserts,MSC,6533048,Sandvik,12.89
2353,"CCMT32.51 PM Grade 4315 Carbide Turning Insert TiCN/Al2O3/TiN Finish, 80Â° Parallelogram, 3/8"" Inscr Circle, 5/32"" Thick, 1/64"" Corner Radius",54748884,IndexableCuttingTools,TurningInserts,MSC,6533047,Sandvik,13.01
2408,"DNMG432 FP Grade KCU10 Carbide Turning Insert AlTiN Finish, 55Â° Diamond, 1/2"" Inscr Circle, 3/16"" Thick, 1/32"" Corner Radius",69257632,IndexableCuttingTools,TurningInserts,MSC,4171828,Kennametal,17.8
2409,"CCMT32.52 MP Grade KCU10 Carbide Turning Insert AlTiN Finish, 80Â° Diamond, 3/8"" Inscr Circle, 5/32"" Thick, 1/32"" Corner Radius",91974865,IndexableCuttingTools,TurningInserts,MSC,3744977,Kennametal,15.94
2410,"CCMT21.52 FP Grade KCU10 Carbide Turning Insert TiAlN Finish, 80Â° Diamond, 1/4"" Inscr Circle, 3/32"" Thick, 1/32"" Corner Radius",76370998,IndexableCuttingTools,TurningInserts,MSC,3769292,Kennametal,14.23
2419,"CCMT32.52 PM Grade 4305 Carbide Turning Insert TiCN/Al2O3/TiN Finish, 80Â° Diamond, 3/8"" Inscr Circle, 5/32"" Thick, 1/32"" Corner Radius",49449929,IndexableCuttingTools,TurningInserts,MSC,6709532,Sandvik,10.52
2420,"CPMT21.51 PF Grade 4315 Carbide Turning Insert TiCN/Al2O3/TiN Finish, 80Â° Diamond, 1/4"" Inscr Circle, 3/32"" Thick, 1/64"" Corner Radius",49964711,IndexableCuttingTools,TurningInserts,MSC,6612564,Sandvik,10.5
2421,"CPMT21.51 MF Grade 1125 Carbide Turning Insert TiAlN/AlCr2O3 Finish, 80Â° Diamond, 1/4"" Inscr Circle, 3/32"" Thick, 1/64"" Corner Radius",52077120,IndexableCuttingTools,TurningInserts,MSC,5725947,Sandvik,10.07
2448,"CCMT32.52 MP Grade KCM25B Carbide Turning Insert TiOCN Finish, 80Â° Diamond, 3/8"" Inscr Circle, 5/32"" Thick, 1/32"" Corner Radius",61273058,IndexableCuttingTools,TurningInserts,MSC,5591783,Kennametal,16.42
1649,0.0591 PH Horn Saw Insert (MSC 82460791 modified to 61241659),61241659,IndexableCuttingTools,,MSC-Spot Buy,61241659,PH Horn (Cougar Cutting modify),329.32
2310,"0.5630 Indexable Drill Insert, Iscar, ICP, Sumocham",56616741,IndexableIndexableCuttingTools,ReplaceableDrillTips,MSC,5508423,Iscar,81.65
2270,"0.1875  Hose Inside Diam, Coolant Hose Nozzle For Use with CNC Lathes",92177443,"Lubricants,Coolants&Fluids",CoolantHoseNozzles,,LP05512,QPM Products,11.272
2271,"0.1250 Hose Inside Diam, Coolant Hose Nozzle For Use with CNC Lathes",92177450,"Lubricants,Coolants&Fluids",CoolantHoseNozzles,, LP05506,QPM Products,11.766
1667,Pro Touch Off Gage (Edge Technology),04-000,Measuring&Inspecting,Calipers,Central,04-000,Edge Technology,0
2083,Zero-Setter SHARS Gauge ,,Measuring&Inspecting,Calipers,,303-3104,SHARS,0
26-0064,Bore Gage Setting Master kit with .05-4' Gage Blocks,,Measuring&Inspecting,Calipers,Central,,,0
26-0091,Mating Part for 51770 Bushing,,Measuring&Inspecting,Calipers,Central,,,0
27-0002,"0-8"",0-200mm  Digimatic Caliper",500-763-20,Measuring&Inspecting,Calipers,,500-763-20,Mitutoyo,311.99
27-0005,"0-1"""" Digital Micrometers - Mitutoyo",293-180-30,Measuring&Inspecting,Calipers,,293-180-30- Thread Check,Mitutoyo,262
27-0006,"0-1"""" Digital Micrometers - Mitutoyo",293-180-30 - Thread Check,Measuring&Inspecting,Calipers,Central,293-180-30 - Thread Check,Mitutoyo,262
27-0008,"1-2"""" Digital Pitch Micrometers",,Measuring&Inspecting,Calipers,Central,,,0
27-0009,"Borematic, Snap Gauge, 1.2-1.6",,Measuring&Inspecting,Calipers,Central,,,0
27-0010,"Borematic, Snap Gauge, .8-1.0",,Measuring&Inspecting,Calipers,Central,,,0
27-0012,0-1'' MASTER Mitutoyo Micrometer,,Measuring&Inspecting,Calipers,,,,0
27-0013,1-2'' MASTER Mitutoyo Micrometer,,Measuring&Inspecting,Calipers,,,,0
27-0015,"Borematic, Snap Gauge, 1.0-1.2",,Measuring&Inspecting,Calipers,Central,,,0
27-0017,"1-2"", Coolant Proof Mics",293-181-30,Measuring&Inspecting,Calipers,,,,0
27-0021,"0-8"", 0-200 mm Digimatic Calipers",500-763-20,Measuring&Inspecting,Calipers,,,Mitutoyo,0
27-0022,"0-8"",0-200mm  Digimatic Caliper",500-763-20,Measuring&Inspecting,Calipers,,,mitutoyo,0
27-0023,"0-12"""" Depth MIC",329-351-30,Measuring&Inspecting,Calipers,,,mitutoyo,0
27-0025,0.5000-0.6500 MITUTOYO BOREMATIC ABSOLUTE BORE GAGE,36306603,Measuring&Inspecting,Calipers,,568-464,MITUTOYO,1512.61
bor004,1.4-2.4 procheck bore gauge - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
bor005,1.75-3.00'' federal bore gauge - calibration date 7/12/16,,Measuring&Inspecting,Calipers,,,,0
bor022,.4-.7 procheck bore gauge - calibration date 5/12/16,,Measuring&Inspecting,Calipers,,,,0
bor044,diatest bore gauge indicator - calibration date 5/12/16,,Measuring&Inspecting,Calipers,,,,0
bor101,.107-.266 starrett bore gauge - calibration date 4/12/16,,Measuring&Inspecting,Calipers,,,,0
bor1175,starrett bore gauge - calibration date - 5/12/16,,Measuring&Inspecting,Calipers,,,,0
cal001,.8-1.6 mitutoyo ID caliper,,Measuring&Inspecting,Calipers,,,,0
cal003,0-8'' mitutoyo caliper - calibration date 4/12/16,,Measuring&Inspecting,Calipers,,,,0
cal004,0-150mm mitutoyo caliper - calibration date 4/12/16,,Measuring&Inspecting,Calipers,,,,0
cal006,0-8'' mitutoyo digital caliper - cailbration date 4/12/16,,Measuring&Inspecting,Calipers,,,,0
cal008,0-6'' mitutoyo digital caliper - calibration date 4/12/16,,Measuring&Inspecting,Calipers,,,,0
cal009,0-8'' -METRIC ONLY-mitutoyo digital caliper,,Measuring&Inspecting,Calipers,,,,0
cal010,0-8'' mitutoyo digital caliper - cailbration date 5/12/16,,Measuring&Inspecting,Calipers,,,,0
cal149,0-2'' mitutoyo digital caliper - reference only,,Measuring&Inspecting,Calipers,,,,0
cal200,0-12'' mitutoyo caliper - calibration due date 4/12/16,,Measuring&Inspecting,Calipers,,,,0
cal201,0-4'' mitutoyo cailper - calibration date 5/12/16,,Measuring&Inspecting,Calipers,,,,0
cal202,0-4'' mitutoyo cailper - calibration date 4/12/16,,Measuring&Inspecting,Calipers,,,,0
cmf002,brencor chamfer gauge - calibration date 5/12/16,,Measuring&Inspecting,Calipers,,,,0
cmf003,brencor chamfer gauge - calibration date 5/12/16,,Measuring&Inspecting,Calipers,,,,0
dmic001,0-6'' fowler digital depth micrometer,,Measuring&Inspecting,Calipers,,,,0
dmic002,0-6'' starrett depth micrometer,,Measuring&Inspecting,Calipers,,,,0
dmic003,0-6'' starrett depth micrometer,,Measuring&Inspecting,Calipers,,,,0
dmic004,0-6'' starrett depth micrometer,,Measuring&Inspecting,Calipers,,,,0
dmic005,0-6'' starrett depth micrometer,,Measuring&Inspecting,Calipers,,,,0
dmic329,0-6'' mitutoyo digital depth micrometer,,Measuring&Inspecting,Calipers,,,,0
GTI-013,"Bore depth gage, functional",,Measuring&Inspecting,Calipers,,,,0
idmic005,.7-.8'' brown and sharpe ID micrometer,,Measuring&Inspecting,Calipers,,,,0
idmic006,.8-1.0'' spi ID micrometer,,Measuring&Inspecting,Calipers,,,,0
idmic008,.8-1.0 spi ID micrometer,,Measuring&Inspecting,Calipers,,,,0
idmic010,1-1.2'' brown and sharpe ID micrometer,,Measuring&Inspecting,Calipers,,,,0
idmic015,.5-.65 spi ID micrometer,,Measuring&Inspecting,Calipers,,,,0
ind001,.0001 mitutoyo indicator - calibration date 7/12/16,,Measuring&Inspecting,Calipers,,,,0
ind002,.0001 starrett indicator w/ magnetic stand - calibration date 7/12/16,,Measuring&Inspecting,Calipers,,,,0
ind003,.0001 federal testmaster - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
ind005,.001-1.0'' article indicator - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
ind006,.001-1.0'' hardinge indicator - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
ind008,.001-1.0'' mitutoyo indicator - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
ind009,.001-1.0'' westoff indicator - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
ind010,.005 blake indicator - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
ind011,.0001 mitutoyo indicator - calibration date 7/12/16,,Measuring&Inspecting,Calipers,,,,0
ind012,0-.01 mahr indicator - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
ind013,.0005 interapid indicator - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
ind014,.001-1.0'' mitutoyo indicator - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
ind015,.0001 interapid indicator - calibration date 7/12/16,,Measuring&Inspecting,Calipers,,,,0
ind018,.01 centro indicator - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
ind019,.0001 starrett indicator w/ magnetic stand- calibration date 7/12/16,,Measuring&Inspecting,Calipers,,,,0
M-CAL011,0-8'' mitutoyo digital caliper,,Measuring&Inspecting,Calipers,,,,0
M-MIC020,.2-1.2 Mitutoyo digital inside micrometer,,Measuring&Inspecting,Calipers,,,,0
M-MIC021,1-2 Mitutoyo digital micrometer,,Measuring&Inspecting,Calipers,,,,0
mic001,0-1'' mitutoyo micrometer,,Measuring&Inspecting,Calipers,,,,0
mic002,0-1'' mitutoyo digital micrometer,,Measuring&Inspecting,Calipers,,,,0
mic003,1-2'' mitutoyo blade micrometer,,Measuring&Inspecting,Calipers,,,,0
mic004,2-3'' mitutoyo blade micrometer,,Measuring&Inspecting,Calipers,,,,0
mic005,6-7'' mitutoyo micrometer,,Measuring&Inspecting,Calipers,,,,0
mic006,0-1'' mitutoyo micrometer,,Measuring&Inspecting,Calipers,,,,0
mic007,0-1'' fowler digital blade micrometer,,Measuring&Inspecting,Calipers,,,,0
mic008,0-1'' procheck blade micrometer,,Measuring&Inspecting,Calipers,,,,0
mic009,1-2'' starrett blade micrometer calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
mic010,0-1'' mitutoyo micrometer - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
mic015,2-3'' mitutoyo micrometer - calibration date 4/12/16,,Measuring&Inspecting,Calipers,,,,0
mic016,3-4'' mitutoyo micrometer - calibration date 4/12/16,,Measuring&Inspecting,Calipers,,,,0
mic017,4-5'' mitutoyo micrometer - calibration date 4/12/16,,Measuring&Inspecting,Calipers,,,,0
mic018,5-6'' mitutoyo micrometer - calibration date 4/12/16,,Measuring&Inspecting,Calipers,,,,0
mic019,7-8'' Mitutoyo Micrometer,,Measuring&Inspecting,Calipers,,,,0
mic022,0-1'' etalon ball micrometer - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
mic025,0-1'' mitutoyo pin micrometer - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
mic026,1-2'' mitutoyo micrometer calibration date 4/12/16,,Measuring&Inspecting,Calipers,,,,0
mic027,0-25mm central forge micrometer - calibration date 6/12/15,,Measuring&Inspecting,Calipers,,,,0
mic028,4-5'' chuan brand micrometer - calibration date 4/12/16,,Measuring&Inspecting,Calipers,,,,0
mic031,0-1'' 14-18 starrett thread micrometer - calibration date 7/12/16,,Measuring&Inspecting,Calipers,,,,0
mic036,0-1'' 10-13 starrett thread micrometer - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
mic038,1-2'' 10-13 starrett thread micrometer - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
mic039,0-1'' 20-24 starrett thread micrometer - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
mic040,2-3'' mitutoyo digital micrometer,,Measuring&Inspecting,Calipers,,,,0
mic045,4-5'' mitutoyo micrometer - calibration date 5/12/16,,Measuring&Inspecting,Calipers,,,,0
mic050,"bore micrometer, 0.7-1.5""",,Measuring&Inspecting,Calipers,,,,0
mic083,0-1'' mitutoyo micrometer - calibration date 8/12/16,,Measuring&Inspecting,Calipers,,,,0
mic101,1-2'' mitutoyo digital micrometer,,Measuring&Inspecting,Calipers,,,,0
mic140,0-25mm mitutoyo blade micrometer,,Measuring&Inspecting,Calipers,,,,0
mic222,0-1'' mitutoyo blade micrometer,,Measuring&Inspecting,Calipers,,,,0
mic290,0-1'' 10-13 starrett thread micrometer - calibration date 7/12/16,,Measuring&Inspecting,Calipers,,,,0
mic444,0-1'' 32-40 starrett thread micrometer - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
mic500,2-3'' 8-13 starrett thread micrometer - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
mic555,0-1'' 20-24 starrett thread micrometer - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
mic667,0-1'' 14-18 starrett thread micrometer - calibration date 8/12/16,,Measuring&Inspecting,Calipers,,,,0
mic713,5-6'' mitutoyo micrometer - calibration date 5/12/16,,Measuring&Inspecting,Calipers,,,,0
mic747,0-1'' mitutoyo micrometer - calibration date 7/12/16,,Measuring&Inspecting,Calipers,,,,0
mic777,0-1'' 28-30 starrett thread micrometer - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
mic888,0-1'' 14-18 starrett thread micrometer - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
mic999,1-2'' 14-18 starrett thread micrometer - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
micJB3,0-1'' mitutoyo ball micrometer - calibration date 6/12/16,,Measuring&Inspecting,Calipers,,,,0
micOP,0-1'' mitutoyo micrometer - calibration date 10/12/16,,Measuring&Inspecting,Calipers,,,,0
PRAIL001,"1913 Rail Gage, Go / Nogo",,Measuring&Inspecting,Calipers,,,,0
1201,PS3-1C 6MMX50MM CERMIC RENISHAW RUBYBALL STYLI,59329748,Measuring&Inspecting,CMMStyli&Probes,MSC,A-5000-3709,Renishaw,119.78
1585,M5 Stylus (Zeiss CMM Probe),Iwen: 626115-0151-040-ZEISS,Measuring&Inspecting,CMMStyli&Probes,Central,626115-0151-040-ZEISS,Zeiss,0
1586,Stylus (Zeiss CMM Probe),602030-8061-000,Measuring&Inspecting,CMMStyli&Probes,Central,602030-8061-000,Zeiss,0
1587,Stylus (Zeiss CMM Probe),600342-8021-000,Measuring&Inspecting,CMMStyli&Probes,Central,600342-8021-000,Zeiss,0
1588,Stylus (Zeiss CMM Probe),602030-9019-000,Measuring&Inspecting,CMMStyli&Probes,Central,602030-9019-000,Zeiss,0
1928,"  0.1969 5.00mm, Vast Probe, D2 L70 ML50 ds1 M5 D11",000000-1261-993,Measuring&Inspecting,CMMStyli&Probes,,,,0
3017,Stylus (Zeiss CMM Probe),626115-0201-110,Measuring&Inspecting,CMMStyli&Probes,Central,626115-0201-110,Zeiss,250
SC002,.308/.318 Go/NoGo Pin Gauge Assembly,,Measuring&Inspecting,DovetailCutters,Central,,,0
SC006,.37/.38 Go/NoGo Pin Gauge Assembly,,Measuring&Inspecting,DovetailCutters,Central,,,0
308001,1 3/16-16 UNS -3B - calibration date 7/12/16,,Measuring&Inspecting,NoGoGages,,,,0
308006,1/4-28 UNF - 2B - calibration date 5/12/16,,Measuring&Inspecting,NoGoGages,,,,0
308024,.308 magwell go for pre-broach - calibration date 10/19/16,,Measuring&Inspecting,NoGoGages,,,,0
111-001 CHINA,1.065-1.071 pin gauge ass'y - china (090816),,Measuring&Inspecting,NoGoGages,,,,0
111-001 CSP,1.065-1.071 pin gauge ass'y,,Measuring&Inspecting,NoGoGages,,,,0
111-002 CHINA,.510-.516 pin gauge ass'y - china (090816),,Measuring&Inspecting,NoGoGages,,,,0
111-002 CSP,.510-.516 pin gauge ass'y,,Measuring&Inspecting,NoGoGages,,,,0
123-001 CHINA,.532-.536 pin gauge ass'y - china (090816),,Measuring&Inspecting,NoGoGages,,,,0
123-001 CSP,.532-.536 pin gauge ass'y,,Measuring&Inspecting,NoGoGages,,,,0
123-002 CHINA,1.255-1.258 pin gauge ass'y - china (090816),,Measuring&Inspecting,NoGoGages,,,,0
123-002 CSP,1.255-1.258 pin gauge ass'y,,Measuring&Inspecting,NoGoGages,,,,0
256-001 china,1.256-1.260 gauge pin ass'y,,Measuring&Inspecting,NoGoGages,,,,0
256-001 csp,1.256-1.260 gauge pin ass'y,,Measuring&Inspecting,NoGoGages,,,,0
26-0005,1.363/1.373 Go/NoGo Pin Gauge,,Measuring&Inspecting,NoGoGages,,,,0
26-0018,1 5/16-28 UN-2B Master Go/NoGo TPG,,Measuring&Inspecting,NoGoGages,,,,0
26-0020,1.256/1.260 Go/NoGo Pin Plug Gage,,Measuring&Inspecting,NoGoGages,,,,0
26-0022,M14x1-63H LH Go/NoGo TPG,,Measuring&Inspecting,NoGoGages,Central,,,0
26-0023,5/8-24 UNEF 2B Go/NoGo TPG,,Measuring&Inspecting,NoGoGages,Central,,,0
26-0024,1/2-28 UNEF 2B Go/NoGo TPG,,Measuring&Inspecting,NoGoGages,Central,,,0
26-0060,7/8-28 UN-2A TRG,,Measuring&Inspecting,NoGoGages,Central,,,0
26-0061,7/8-28 UN-2A Master Set Plug Go/NoGo,,Measuring&Inspecting,NoGoGages,,,,0
26-0062,7/8-28 UN-2B TPG,,Measuring&Inspecting,NoGoGages,Central,,,0
26-0070,1 27/64-24 UNS-2B Master Go/NoGo for GTI-011,,Measuring&Inspecting,NoGoGages,,,,0
26-0071,1 27/64-24 UNS-2B Master Set Plug Go/NoGo for GTI-012,,Measuring&Inspecting,NoGoGages,,,,0
26-0072,1 5/16-28 UN-2A Master Set Plug Go/NoGo for GTI-010,,Measuring&Inspecting,NoGoGages,,,,0
26-0073,1 5/16-28 UN-2B Replacement Go/NoGo TPG for GTI-009,,Measuring&Inspecting,NoGoGages,,,,0
26-0074,"7/8-28 UN-2B Go Thread Plug, Replacement for 26-0062",,Measuring&Inspecting,NoGoGages,,,,0
26-0075,"1 5/16-28 UN 2B GO Thread Plug, replacement for GTI-009",,Measuring&Inspecting,NoGoGages,,,,0
26-0080,"0.40625 Pin Functional Check, DH-90B02",,Measuring&Inspecting,NoGoGages,,,,0
26-0081,1.7150/1.7210 Go/NoGo Pin Gauge Assembly,,Measuring&Inspecting,NoGoGages,,,,0
26-0083,31.90/32.05mm Go/NoGo Pin Gauge Assembly,,Measuring&Inspecting,NoGoGages,,,,0
26-0085,1.1130/1.1150 Go/NoGo Pin Gauge Assembly,,Measuring&Inspecting,NoGoGages,,,,0
26-0086,1.0350/1.0400 Go/NoGo Pin Gauge Assembly,,Measuring&Inspecting,NoGoGages,,,,0
26-0090,Mating Part for 37599-003 (1.25-7 internal thread),,Measuring&Inspecting,NoGoGages,Central,,,0
26-0092,"M33x7 Mating Part (52700, 51358, 52270)",,Measuring&Inspecting,NoGoGages,,,,0
26-0093,"1.375 x 6 Mating Part (5295, tb26)",,Measuring&Inspecting,NoGoGages,,,,0
26-0095,1.740/1.830 Go/NoGo Threaded Plug Gauge M2 x .4 6H,,Measuring&Inspecting,NoGoGages,,,Vermont Gauge,0
26-0097,M6 x 1.0 6H Go/NoGo Taperlock Thread Plug Gage w/handle,26-0097,Measuring&Inspecting,NoGoGages,,,,0
26-0098,M8 x 1.25 6H Go/NoGo Taperlock Thread Plug Gage w/handle,26-0098,Measuring&Inspecting,NoGoGages,,,,0
26-0099,M12 x 1.75 6H Go/NoGo Taperlock Thread Plug Gage ,26-0099,Measuring&Inspecting,NoGoGages,,,,0
26-0100,0.2755-0.2765 Go/NoGo Gauge ,,Measuring&Inspecting,NoGoGages,,,,0
26-0101,0.3970-0.4010  Go/ NoGo Pin Assy,,Measuring&Inspecting,NoGoGages,,,,0
26-0102,0.3945-0.3975 Go/NoGo Pin Assy,,Measuring&Inspecting,NoGoGages,,,,0
26-0103,0.3010 -0.3070 Go/NoGo Pin Assy,,Measuring&Inspecting,NoGoGages,,,,0
26-0104,0.2100-0.2120 Go/NoGo Pin Assy,,Measuring&Inspecting,NoGoGages,,,,0
26-0105,71870-40481 CASE GAGE KIT,,Measuring&Inspecting,NoGoGages,,,,0
26-0106,71870-40482 ENDCAP GAGE KIT,,Measuring&Inspecting,NoGoGages,,,,0
26-0107,Fixture Gauge for P/N: 40393-20323,CSP-26-0107,Measuring&Inspecting,NoGoGages,,,CSP,0
45C001,M16 X 1 - 6G LH go/nogo ring gauge set - calibration date 7/12/16,,Measuring&Inspecting,NoGoGages,,,,0
951-op5,F307951 op5 go blocks,,Measuring&Inspecting,NoGoGages,,,,0
dgw15001,1 3/16-16 UNS -3B - calibration date 6/12/16,,Measuring&Inspecting,NoGoGages,,,,0
GTI-008,5/8-24 UNEF 2B Go/Nogo threaded plug gauge,,Measuring&Inspecting,NoGoGages,,,,0
GTI-009,1 5/16-28 UN-2B Go/NoGo Threaded Plug Gauge,,Measuring&Inspecting,NoGoGages,,,,0
GTI-010,1 5/16-28 UNS-2A Go/NoGo Threaded Ring Gauge,,Measuring&Inspecting,NoGoGages,,,,0
GTI-011,1 27/64-24 UNEF-2B Threaded Plug Gauge,,Measuring&Inspecting,NoGoGages,,,,0
GTI-012,1 27/64-24 UNEF-2A Threaded Ring Gauge,,Measuring&Inspecting,NoGoGages,,,,0
M-452-001 CHINA,1-20 UNEF-2A Threaded Ring Gauge set,,Measuring&Inspecting,NoGoGages,,,,0
RG001,0.0156-0.5000 Radius Gauge Set ,L300CX,Measuring&Inspecting,NoGoGages,,L300CX,Fuji,0
sc005,1-6 stub acme - calibration date 5/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg001,M20 x 2.5 6H - calibration date 6/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg002,1.100-6 stub acme - 2G - calibration date 2/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg003,1/4-28 UNF - 2B LH - calibration date 2/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg004,M10 X 1.25 6H - calibration date 6/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg005,1 1/2 - 12 UNEF - 2B - calibration date 12/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg006,.950-28 UNS-2B,,Measuring&Inspecting,NoGoGages,,,,0
tpg007,M13.5 X 1 7H LH - calibration date 6/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg008,11/16 - 11 UNS - 2B - calibration date 2/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg009,.750-24 UNEF - 3B - calibration date 4/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg010,.625-24 UNEF - 3B - calibration date 4/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg011,1.1875-24 UNS - 2B - calibration date 4/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg012,1 1/2 - 18 UNEF - 2B - calibration date 12/12/16,,Measuring&Inspecting,NoGoGages,,,,0
TPG013,1 1/4-18 UNEF - 2B - calibration date 2/17/17,,Measuring&Inspecting,NoGoGages,,,,0
tpg014,1.1875-16 UN 3B - calibration date 12/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg015,1 1/4-7 UNC - 2B - calibration date 2/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg016,1 3/16-16 UN -3B - oversized pitch for anodize,,Measuring&Inspecting,NoGoGages,,,,0
tpg017,1/2-28 UNEF - 2B,,Measuring&Inspecting,NoGoGages,,,,0
tpg018,1/4-28 UNF - 2B,,Measuring&Inspecting,NoGoGages,,,,0
tpg019,M41 x 1.0 6H,,Measuring&Inspecting,NoGoGages,,,,0
tpg020,1-8 UNC - 2B,,Measuring&Inspecting,NoGoGages,,,,0
tpg021LS,5/16-18 UNC - 2B LS Main Cap ONLY,,Measuring&Inspecting,NoGoGages,,,,0
tpg022LS,7/16-14 UNC - 2B LS Main Cap ONLY,,Measuring&Inspecting,NoGoGages,,,,0
TPG027,1 3/8-6 UNC - 2B,,Measuring&Inspecting,NoGoGages,,,,0
tpg047,"M1.6x0.35, Class 6H, Double End Plug Thread Go/No Go Gage Handle Included",54334909,Measuring&Inspecting,NoGoGages,,,SPI,128.17
tpg048,1/4-20 UNC - 2B threaded plug gauge,,Measuring&Inspecting,NoGoGages,,,,0
tpg049,#4-40 UNC-2B,79686275,Measuring&Inspecting,NoGoGages,,,,0
tpg050,1/4-28 UNF - 2B - calibration date 4/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg051,1/4-28 UNF - 3B - calibration date 2/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg063,10-32 UNF - 2B - calibration date 4/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg084,3/8 - 16 UNC - 2B - calibration date 5/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg087,3/8-24 UNF-2B GO 0.3479 /NOGO 0.3528,,Measuring&Inspecting,NoGoGages,,,ATLAS,0
tpg092,5/16-24 NF - 2 - calibration date 3/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg093,5/16-18 UNC - 2B - calibration date 3/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg099,3/4-24 UNS - 3B - calibration date 5/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg100,1/8-27 NPT - china (new 9/06/16),,Measuring&Inspecting,NoGoGages,,,,0
tpg106,7/16-20 NF - 2 - calibration date 3/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg118,8-32 UNC - 2B - calibration date 3/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg137,M3 X 0.5 6H - calibration date 6/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg139,M4 X 0.7 6H - calibration date 6/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg140,M5 X 0.8 6H - calibration date 7/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg143,M8-1.0 6H RH Go/NoGo TPG,,Measuring&Inspecting,NoGoGages,,,,0
tpg147,M36 X 3.0 8G - calibration date 6/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg153,1 3/8-6 NC - 1B - calibration date 3/12/16,,Measuring&Inspecting,NoGoGages,,,,0
TPG155,M33.7 X 4 - calibration date 6/12/16,,Measuring&Inspecting,NoGoGages,,,,0
tpg156,M33.7 X 4 - calibration date 6/12/16,,Measuring&Inspecting,NoGoGages,,,,0
