Item Number,Description,MSC#,Item Group,Item Sub Group,Supplier,Supplier Part Number,Brand,Unit Cost
1417,Seco - DNMG432 TP2501 Grade Carbide Turning Insert,43020346,,,MSC,,SECO,18.49
1418,"Ingersoll Drill Tip - .886""""",Tool Craft,INSERTS,,Central,TPF2250R01,Tool Craft,105
1419,410 GA Chamber Brush,Pro-Shot,BRUSH,,Central,PG410,Pro-Shot,13.13
1420,Threading Insert,679969,,,MSC,,KENNAMETAL,23.58
1421,CNMG432RN KCP25 BEYOND CARB TURNING INS,65856122,,,MSC,,KENNAMETAL,16.27
1422,Seco - DNMG431 TP1501 Grade Carbide Turning Insert,43017193,,,MSC,,SECO,18.49
1423,SS Boring Insert - CCMT060204-LM,AHB,INSERTS,,Central,Mits 659147,Mitsubishi,10.35
1424,SW4F-16-HS-CP 16TPI FEMALE DIAMOND KNURL QIA,84171560,,,MSC,73310128165,Dorian,57.62
1425,"1X1/4X1/2"""" 20TPI HSS TIN BVL STR KNURL WHL",47141544,,,MSC,73310128032,Dorian,44.2
1426,"0.3125 Guhring 5/16 Inch Diameter, 3/4 Inch Length of Cut, 4 Flutes, Diver Solid Carbide, Single End Corner Chamfer End Mill",56152069,,,MSC,,GUHRING,40.57
1427,"0.1875 3/16 Peel Mill, 5/8 Inch Length of Cut, 4 Flutes, Solid Carbide, Single End Corner Chamfer End Mill",53026480,,,MSC,9.03E+12,GUHRING,25.35
1428,0.3750 3/8X3/8X1X2-1/2 .03R 6FL CARB ALTIN CR SEM,39224340,,,MSC,N00456,NIAGARA,71.13
1430,"PWP Interchangeable tip w/profile 13x5x26,5",Schwanog,INSERTS,,Central,258889,Schwanog,55.1
1431,Kennametal - CPMT32.51 LF KC5010 Grade Carbide Turning Insert,4945945,,,MSC,1871016,Kennametal,19.3
1432,0.5000 Radius Corner Rounding End Mill,66177478,,,MSC,7.09E+13,Komet,51.06
1433,"0.1969 Inch, Solid Carbide, 118 Degree Point Angle, Spiral Type, Right Hand Screw Machine Length Drill Bit",62991351,,,MSC,9.02E+12,GUHRING,27.94
1434,0.3750 3/8 X 9/16 X .045 CBD KEYSEAT CTR QIA,36039824,,,MSC,22518-C3,Harvey,71.91
1435,"0.2500 Hertel - 1/4 Inch Diameter, 1-1/8 Inch LOC, 4 Flutes, Solid Carbide Single End Square End Mill",88250196,,,MSC,7.33E+11,Hertel,20.55
1436,Seco - Facemill Inserts(Steel) MP2500 Grade Carbide Milling Insert,40635047,,,MSC,31720,Seco,20.36
1437,Seco - Facemill Insert (Aluminum) Carbide Milling Insert,80171341,,,MSC,5963,Seco,20.37
1438,Caliper Batteries -1.5 Volt Battery,76580935,,,MSC,357,Energizer,2.33
1439,0.0625 1/16-27 OSG - 1735001 - Spiral Flute Pipe Taps| Thread Standard: NPT,64181571,,,MSC,1735001,OSG,27.34
1440,"0.2500 Guhring 1/4 Inch Diameter, 1/2 Inch LOC, 4 Flutes, Diver SC, Single End Corner Chamfer EM",56152010,,,MSC,9.07E+12,Guhring,29.5
1441,"0.1875 Guhring - 3/16 Inch Diameter, 3/8 Inch LOC, 4 FL, Diver SC, Single End Corner Chamfer End Mill",56151954,,,MSC,9.07E+12,Guhring,24.88
1442,"0.125 Square EM, SC, 1.00 LOC, 3 OAL, 4 Fl, TiCN",7771280,,,MSC,7771280,Accupro,19.6
1443,S30 Emergency Collet Pad,Hardinge,MISC ITEMS,65MM COLLETS_Blank,Central,5615141,Hardinge,0
1444,51374 - Steel Rules | Length (Inch): 6 | Graduation Style: 16R,86412988,,,MSC,C316R-6,Starrett,24.3
1445,R11P.0200.1.02 HORN GROOVING INSERT TH35 QIA,51289882,,,MSC,R11P.0200.1.02 HORN GROOVING INSERT TH35 QIA,Ph Horn,23.97
1446,Steel - Engraving Cutters. Point Shape: Conical | Included Angle (°): 60,77417632,,,MSC,77417632,Made In USA,26.28
1447,"0.2500 1/4 Inch Diameter, 3/4 Inch Length of Cut, 4 Flutes, Solid Carbide Single End Ball End Mill",9199324,,,MSC,9199324,ACCUPRO,20.39
1448,Seco Facemill Inserts - Steel/SS,55189195,,,MSC,40018,Seco,20.6
1449,"6"""" - FIN Grit - Silicon Carbide - Convolute EXL Deburring Wheel",Production Tool,WHEELS,,Central,TM2309548,3M,51.55
1450,"0.1900 #10-32 UNF, OSG, H6, TiCN Coated, Cobalt, Thread Forming Tap",70647581,,,MSC,1625010326,OSG,45.56
1451,"0.5000 1/2"""" X 45 DEG DOVE TAIL CUTTER 86-6000-C QIA",69710382,,,MSC,86-6000-C,INTERNAL,92.31
1452,0.2500 Spotting Drills | Body Diameter (Inch): 1/4,89698690,,,MSC,7.33E+11,ACCUPRO,23.11
1453,"0.2650 17/64 Inch, Solid Carbide, 140 Degree Point Angle, Spiral Type, Right Hand",50978964,,,MSC,550026511,OSG,76.66
1454,"0.2520 Inch, 140 Degree Point Angle, WD1 Coated, Solid Carbide Jobber Drill",50980861,,,MSC,8632640,OSG,86.14
1455,"0.1754 Inch, Solid Carbide, 140 Degree Point Angle, Spiral Type, Right Hand Screw Machine Length Drill Bit",55470967,,,MSC,55470967,OSG,60.27
1456,"0.5000 1/2 Inch Diameter, 2 Inch Length of Cut, 4 Flutes, Solid Carbide Single End Square End Mill",53717427,,,MSC,9.04E+12,Guhring,120.6
1457,"0.1900 #10-32 UNC, Guhring, H7, 3 Flute, TiN Coated, Cobalt Spiral Flute Tap",58540675,,,MSC,9.04E+12,Guhring,17.74
1458,"0.1636 Inch, Solid Carbide, 140 Degree Point Angle, Spiral Type, Right Hand",55470983,,,MSC,550016361,OSG,60.27
1459,"0.4375 7/16-20 UNF, 0.335 Inch Cutter Diameter, 4 Flutes, Solid Carbide Helical Flute Thread Mill",2154284,,,MSC,TMI335-20HA,Scientific,171.97
1460,"0.1770 Drill, TiAlN Coated, 2 FL, 1"" LOC",Production Tool,DRILL,,Central,TP45HP2551772,OSG,50.2
1461,ZCMT12T306 PR730 MAGIC DRILL DRZ KYOCERA QIA,88240205,,,MSC,ZCMT12T306,Kyocera,17.93
1462,"0.1900 #10-32 UNF, H3, 4 Flute, elektraLUBE Coated, High Speed Steel, Straight Flute Standard Hand Tap",65208340,,,MSC,1025202,OSG,8.22
1463,"0.2510 1/4 Inch Diameter, High Speed Steel, 6 Flute Chucking Reamer",30148258,Milling,ChamferMills,MSC,72296361,hertel,27.57
1464,Engraving Insert (Steel),68681758,,,MSC,V04506T1W06-NC2032,Everede,38.57
1465,"0.5000 Helical - SC, Aplus, 5 FL, 1"" LOC, 3"" OAL, .030 CR",Iwen - 34272,ENDMILLS,,Central,34272,Helical,60.25
1466,"0.5000 Helical - SC, Aplus, 5 FL, 2"" LOC, 4"" OAL, .030 CR",34307 - Iwen,ENDMILLS,,Central,34307,Helical,78
1467,"0.3750 Helical - SC, Zplus, 3 FL, 2.5"" LOC, 5"" OAL",01407 - Iwen,ENDMILLS,,Central,1407,Helical,0
1468,"0.5000 Helical - SC, Zplus, 3 FL, 0.625"" LOC, 5"" OAL",46366,ENDMILLS,,Central,46366,Helical,0
1469,Gripper Finger PZN50,Automate,GRIPPERS,,Central,GF-PZN-50-CSP,Automate,30
1470,"0.2500 - AlTiN, 2-1/2 Overall Length, 1/4 Shank Inch Diameter, Spiral Flute, 40 Helix, Centercutting",1982420,,,MSC,1982420,Accupro,20.27
1471,"18 Inch Thick, Internal UN Thread, Style TN Thread Mill Insert",43941491,,,MSC,TN150K-UN18I,Allied Machine & Eng,50.76
1472,"0.3125 - 5/16 Inch Diameter, 12 Inch Overall Length, Cobalt, Bright Finish, Aircraft Extension Drill",59926576,IndexableCuttingTools,ThreadingInserts,MSC,7.28E+11,Hertel,30.82
1473,"0.3750 - 3/8 Inch, 12 Inch Overall Length, Cobalt, Bright Finish, Aircraft Extension Drill Bit",59927095,IndexableCuttingTools,ThreadMillInserts,MSC,59927095,Hertel,37.52
1474,"0.1360 Inch, Solid Carbide, 140 Degree Point Angle, Spiral Type, Right Hand Screw Machine Length Drill",58511213,,,MSC,4150183,Kennametal,33.33
1475,"0.1820 Inch Diameter, 6 Inch Overall Length, Cobalt, Bright Finish, Aircraft Extension Drill",59924969,IndexableCuttingTools,TurningInserts,MSC,7.28E+11,Hertel,6.98
1476,"0.1640 #8-32 UNC, 2 Flute, H3, TiN Coated, High Speed Steel Spiral Point Tap",89539829,,,MSC,1212805,OSG,9.55
1477,"0.0960 Inch, Solid Carbide, 140 Degree Point Angle, Spiral Type, Right Hand Screw Machine Length Drill",76274919,,,MSC,4151648,Kennametal,33.42
1478,"0.2210 Inch, Solid Carbide, 140 Degree Point Angle, Spiral Type, Right Hand Screw Machine Length Drill",58510959,,,MSC,4150221,Kennametal,33.95
1479,TDEX110204 DASP35B Grade Carbide Milling Insert,331926,IndexableCuttingTools,MillingInserts,MSC,73310195426,Dorian,16.02
1480,"1"""" Drill (custom)",,DRILL,,Central,A19-0177,,0
1481,0.2970 Endmill (custom),,ENDMILLS,,Central,LEX-002,,0
1482,"1"""" Reamer (custom)",,REAMER,,Central,A19-0170,,0
1483,"0.7500 3/4"""" Pic Rail Form Tool",,ENDMILLS,,Central,LEX-010,,0
1484,Pic Rail Slot Tool,TJ CARBIDE,ENDMILLS,,Central,PICATINNY SLOT FORM (5/28/15),,36.75
1485,1.2000 Sumocham Drill Insert IC908,Iwen - 5506677,DRILL,,Central,5506677,Iscar,0
1486,Undercut Tool,81399081,,,MSC,313.0250.40,Ph Horn,35.78
1487,0.3750 3/8 x 2 OAL x 1/2 LOC 0.015 cr 3 Flute Zplus,Iwen - 48241,ENDMILLS,,Central,48241,Helical,0
1488,0.3750 3/8 D (Reduced Neck) x 4 OAL x 1/2 LOC 0.015 cr 3 Flute ZPlus,Iwen - 46251,ENDMILLS,,Central,46251,Helical,0
1489,1.4050 Slot Mill,PH Horn,KEYWAY CUTTER,,Central,636.0200.2.00,,0
1490,0.1250 Ballnose 1/8 (reduced neck) x 3 OAL x 5/32 LOC 2 Flute Zplus,Iwen - 18017,ENDMILLS,,Central,18017,Helical,16.82
1491,0.1250 1/8 D x 2 1/2 OAL x 1/2 LOC 2 Flute Zplus Endmill,Iwen - 00047,ENDMILLS,,Central,47,Helical,14.66
1492,Forward Assist Form Drill (custom),,DRILL,,Central,A19-0178,,0
1493,0.1875 3/16 D x 3 OAL x 7/32 LOC (reduced neck) 3 Flute Zplus,Iwen - 04077,ENDMILLS,,Central,4077,Helical,0
1494,0.5000 1/2 D x 4 OAL x 1 5/8 LOC 3 Flute Zplus,Iwen - 01482,ENDMILLS,,Central,1482,Helical,58.63
